"Phylostratum"	"GeneID"	"TP1"	"TP2"	"TP3"	"TP4"	"TP5"	"TP6"	"TP7"	"TP8"	"TP9"
2	"AT1G01950"	5.20778902499	5.22884208511095	5.23016607287513	4.34989883576543	4.28910695764636	4.61218881053072	4.9914877895562	26.5728472658492	21.1471380600173
1	"AT1G01960"	7.1916609494826	7.10257721928679	7.05862917731331	7.57940941840472	7.30406028722286	7.94556015507539	7.30067920736616	54.7404141340582	52.1195345111986
2	"AT1G01970"	3.06726022792356	3.06710354739366	3.05830637130697	3.43675423500878	3.41778826612478	3.50467922474835	3.046182899729	9.05769636279282	9.44610456328265
9	"AT1G01990"	3.96427105023171	3.77813476071012	4.48047722391962	4.66779191815521	4.86028199447873	4.24021154996118	4.00674224400938	16.2840464936201	18.2905752517102
1	"AT1G02000"	2.60010176880299	2.63987986205614	2.76383963247738	2.63325011967923	2.7081882534722	2.46259787765095	2.69135986024881	7.43032925984844	7.5251462948233
2	"AT1G02010"	2.79761292989948	2.85204254962501	2.58842750989513	2.71762060765859	2.56498018981661	2.64349147701777	2.70309296121551	7.4943476033684	6.88400258400237
1	"AT1G02020"	2.49846918963955	2.38493250601058	2.78081893913353	3.01058245450218	2.85514544638547	2.41018003383301	2.38623361755012	5.57506931111085	5.11428266335791
1	"AT1G02050"	2.77027548445419	2.71012765056426	2.70410273060158	2.90641893716497	2.86894217515097	2.69245119521826	2.55565692049073	6.96506662979947	7.21660976867832
1	"AT1G02060"	3.00124664909951	3.08034827101617	3.08972864107979	3.37835964279215	3.32120004117144	3.4837676457783	3.08268881389091	10.0756122000021	9.97791150751807
3	"AT1G02065"	1.68917360705533	1.71168060100951	2.54433186820057	2.91634255080191	3.11514605801737	2.90387016310154	2.11067652049053	4.36610008576585	6.02070838935262
2	"AT1G02080"	6.8371005967815	6.81925048881388	6.53593671873744	7.07659328288333	6.75373775376203	7.39875822415349	6.82798081292657	49.5086474371769	44.7697151506674
2	"AT1G02090"	5.15212556135682	5.04762916947874	5.17717707973113	5.17677887497112	5.14724346756414	4.69768443438505	4.88012041316398	22.6115630715338	21.4312061222545
2	"AT1G02100"	5.70187497463741	5.9034737570952	5.61155808102244	5.72140457629436	5.69941873060265	5.67327691685214	5.78350401913351	30.4642560608987	35.8093529097204
4	"AT1G02110"	6.26976595579507	5.8680209026538	6.99218084168485	7.30520484166393	7.16248890535225	6.40407992449284	6.08857864859736	33.6843018886322	37.4759716009211
2	"AT1G02120"	7.67323127173927	8.35152280754613	8.04500842579718	7.97005219577915	8.16898094622027	8.09976290726858	8.48278755891768	68.9589264100015	77.3774296752173
1	"AT1G02130"	5.64969955463902	5.71698143298528	5.4933497993852	5.68942250403525	5.37496775642967	5.40792418238611	5.2206023709915	29.0061992350555	25.7373442264247
2	"AT1G02140"	11.5345041555186	11.5369601687591	12.8839828845494	12.5740654245197	12.6395682354671	12.6557224102364	12.8961266135001	163.379843856626	156.668012091176
2	"AT1G02145"	3.98538528155769	4.09945758327143	3.67910688097943	3.94743042815972	3.73299270663094	3.64528361706518	3.689969123294	12.6055700486873	12.0159745332536
2	"AT1G02150"	6.68700796288007	6.03826588532329	6.70758594091303	8.15411730935854	8.10251247162047	8.11136733644267	6.43084271614697	39.2671971867547	41.5544562970213
7	"AT1G02160"	4.86145787537891	4.86700871863869	5.20606564478952	4.94526579093098	5.25413769396689	5.06010934662495	5.47907752132424	26.4938649379015	30.3047415363664
1	"AT1G02170"	4.90455359029451	4.75416681774861	5.05726419663305	4.48669598306772	4.64796578877224	4.00583464319673	4.57571255277044	16.6808113717729	22.9668521688294
5	"AT1G02180"	2.74428541453844	2.69815601305504	2.78466710687515	2.98695936276257	2.83972626656665	2.65688817911169	2.62101012333184	7.25377336798604	6.11149393647997
1	"AT1G02205"	4.56915115072259	4.09339093383078	5.77106106164516	8.61696736430598	8.94766224752895	9.78397573632661	6.29158957657718	37.2948178290444	44.931573885319
4	"AT1G02220"	2.51819725856941	2.67749273198042	2.34447845137482	1.94821718585096	2.21897027369396	2.05554804726547	2.55649187051832	6.74547829953979	6.12721662936056
4	"AT1G02230"	2.12364160303287	2.20276982728987	1.85262391557735	1.72992457249863	1.64653233813133	1.57205154980101	1.39258967102516	2.56525463949008	1.10076389594804
1	"AT1G02260"	3.05004628339265	3.1977458206301	2.93549853345658	3.34286538748863	3.05429028499013	3.3131751797673	3.01638657005454	9.07686390262603	9.7788296579453
2	"AT1G02270"	4.76373871865067	4.76714135513715	4.47747195367882	3.35304913261801	3.36461830795529	3.13350227472131	3.73598637191262	12.1358623858897	11.9857407938866
1	"AT1G02280"	8.44599050490425	8.10960717107226	8.47237926429263	9.93774621161035	9.88809561457151	10.0726802606654	8.43633555984065	72.4656876964679	72.3441642773431
2	"AT1G02290"	3.63123962391663	3.70778518675477	3.60350124599086	3.72643698545004	3.63725866178063	3.53816609057509	3.63932657293795	13.0020051505039	12.7529238315976
1	"AT1G02300"	2.1985022844049	2.20627197802366	2.18984472748502	2.95435810738789	2.74631779919632	2.74901515376629	2.26559242754374	4.45827091415643	6.33808527715769
1	"AT1G02305"	5.3365610205624	5.50635293654392	5.35821985592974	5.77823587173586	5.68760626644937	5.87697921491964	5.86515725574903	36.4794581986467	42.0487445554991
2	"AT1G02330"	6.99955810777069	7.16890199240248	6.84143782729943	6.8833507509973	6.83575294863128	6.81906440725986	7.20930518287226	47.3135117632521	47.6092618689458
2	"AT1G02335"	4.18450231806653	3.95598400477911	3.8584030565287	3.78778694669572	3.53698810152936	3.19126061183436	3.59627252046757	12.8980959302525	11.9850974819054
12	"AT1G02350"	1.22769122461178	1.15002109027938	1.48422871104519	1.85802399808067	1.5977020406739	1.93053117053798	1.36087781725921	2.11660236989622	2.76025862802165
2	"AT1G02370"	3.03994287181194	2.99771716891796	2.97472397305954	3.30947596505879	3.27918309173928	3.45895977901731	3.12088449530719	8.94545863864932	7.5480861542258
6	"AT1G02380"	1.74271420450157	1.8870804210324	1.79812431973257	1.77277246685537	1.87114741233603	1.84223134826276	1.88112042390338	3.50931096348307	3.15002491710093
1	"AT1G02400"	2.74793157346161	2.81909897954286	2.31495151403653	1.51339995854383	1.3703901675213	1.05469804729613	1.41499538928584	2.77733540715561	1.53341872833932
1	"AT1G02410"	4.53893329117915	4.61565540409722	4.32294989912924	4.41128606412203	4.25592899125299	4.2990795687528	4.49987710716085	20.6825527348923	18.7596666486292
1	"AT1G02420"	2.15883933688819	2.18653093215398	2.06330379767936	2.27290096796258	2.31580940288485	2.2722311542672	2.18852930256538	4.87488252208711	4.2717172604005
12	"AT1G02430"	1.18316402568867	1.38290795380787	1.18693148135193	1.11965712335587	1.19200474858401	1.05962333737334	1.04709163871496	1.05009976946169	1.14747480575637
10	"AT1G02450"	4.54892684143173	6.75463077949254	6.07260100791177	4.15841416923768	4.60489209334377	3.88921586574151	5.09129922215033	37.048506858598	10.4883367653891
1	"AT1G02475"	3.04749834633358	3.09731738943051	2.81428856742585	2.89152281503554	2.74058939325838	2.60173273304158	2.65122234891125	8.00914648375547	6.77225391915627
1	"AT1G02500"	13.9787039051705	13.4365379174853	13.9019936484169	14.8298266248633	14.9752810658043	13.7448526015803	13.9016400781272	186.039088214418	211.764873184763
12	"AT1G02520"	1.16835382240962	1.15515493777141	1.0740316910912	1.03898308376271	1.03626852159859	1.03911685848064	1.14805630358404	1.40427218775724	1.17435940257295
1	"AT1G02560"	9.95913535138839	9.49818495714788	10.4158754172492	11.4883881340571	11.2378769789067	10.5244999265938	9.69583197609364	82.6248527618597	87.5443109704735
2	"AT1G02630"	2.92981509193182	3.11600902052143	3.07542899191888	3.11992233683099	2.97175240588441	3.09760643873614	3.36122998533086	11.1186641194963	12.1805056277105
1	"AT1G02640"	5.93374869698353	5.01645706194969	6.18975028431214	8.81882149344616	8.96311320216311	11.2734854133319	7.85293339982836	34.8602281475615	104.009419931348
3	"AT1G02660"	5.77771011314874	5.45576787810079	5.26769032052644	2.28767302438809	2.45501511610991	2.59877263169787	3.53325847457721	9.87218929135248	11.7246956396276
1	"AT1G02670"	2.03529338412213	2.09204288123175	1.92547526241616	1.82788382584853	1.85888070099786	1.9117764354392	1.70316002580671	2.5603286852736	2.40807548914254
2	"AT1G02680"	3.36998957489468	3.17546894302698	3.07640000643195	3.18365226498412	3.13783198037185	3.20831815332462	3.28058098584891	10.070699086776	10.989022864772
2	"AT1G02690"	5.67780683972079	5.62140807824317	5.62270799546972	6.11908377683923	5.78272881481274	6.08887501573783	5.64303865407297	34.8469346642643	26.1223267789825
1	"AT1G02720"	3.93591138764971	4.12134381008207	3.87814013988207	3.9958937591511	3.83342438554787	3.48208271259587	3.60287838106152	11.1687621096526	11.4549407020042
1	"AT1G02730"	9.83068037704036	9.77478448406434	9.66200375312276	10.3284361112387	9.54849503246648	9.83207718519582	9.76149765531044	108.711188300461	81.6289580438282
2	"AT1G02740"	4.39614181886845	4.4477916974967	4.21513167755496	4.17798667846854	4.05863508724301	4.11660038074171	4.02616299429807	15.4180885793565	15.0107981959392
4	"AT1G02750"	2.36574593468218	2.58201354005709	2.34590517740416	2.38209201133767	2.58131180085237	2.56316062307757	2.53764279867833	5.6002595951316	6.93718147876564
1	"AT1G02780"	29.7240319638978	28.4445472615666	30.6475216050075	31.332546637774	31.7149063801016	30.2322453110734	30.3777767159627	843.698007275702	796.28943972103
1	"AT1G02800"	3.43878609021796	3.51913682197251	3.88263293703967	4.09720036320046	4.11902130857189	3.79989165732948	2.99520342179196	8.37452632787308	7.96660844215152
1	"AT1G02810"	1.80865726118475	1.81304543461891	1.77569044711315	1.26126273095784	1.32458996418158	1.25947356978194	1.64648326097833	3.16220718103619	2.00817356464111
4	"AT1G02816"	2.60122484248422	2.74887819291624	2.81916679386093	2.51223035219479	2.7174314008623	2.56278532029461	2.7454694745352	7.53228288238417	7.10294934265655
1	"AT1G02840"	9.57555355256055	9.3292637185144	10.0812068817986	10.6300526844594	10.6443931746506	10.2632383517083	9.86107448081462	91.0124002899605	106.809888466792
2	"AT1G02860"	2.2923514960611	2.17562742033614	2.15974605550922	2.2980673499582	2.1964360858003	2.66122485068343	2.77191205520629	4.85977869332379	11.0589669517465
3	"AT1G02870"	4.92390553562252	4.76300349782802	5.25640893480834	5.60671095944484	5.56274109158632	5.64564372526549	5.24512718821708	26.1860189673415	24.3837803998108
1	"AT1G02880"	2.58536259119083	2.64683261777856	2.443864457943	2.54426201975256	2.37570640970701	2.32167506806147	2.3242084144	5.82724731102735	5.76457689426445
1	"AT1G02890"	6.17014872411693	6.24509449911999	6.157633962747	6.24037603625016	6.25604168803188	6.99355406898813	6.83832789774895	44.8642715257536	49.6550402822133
2	"AT1G02900"	3.09570413305235	3.28231745763031	3.2118896241268	2.54163834308236	2.3793058404873	2.11852013712444	2.98172022415319	7.12404763321476	9.47506246084101
2	"AT1G02910"	4.19740891646868	4.17606111079304	4.10189110088782	4.9082811095482	4.863515857015	4.66957502384124	4.02970613512801	15.9435986512178	16.0780104077791
1	"AT1G02920"	2.32454201474657	2.08567484925522	1.36734149589034	1.74694133160607	2.56552910315009	1.95395283249816	1.68128306781972	3.9800747751347	3.11581815935526
1	"AT1G02930"	7.92854639592827	6.89593303997541	6.50270248925807	6.20384025776273	6.58630895949041	5.93144454993461	6.94584397848009	57.4971172335082	38.9360647921698
1	"AT1G02940"	1.29626582996755	1.01614392804542	1.07120809945195	1.15290124744654	1.26761445856455	1.05391408312915	1.3072879189932	1.45586266918658	1.02915038529468
1	"AT1G02950"	2.29453557500014	2.52992839152661	2.17664588924478	1.9227699457618	1.79018125753511	1.69416820987426	2.09070413240055	3.67305748949314	4.27834301507341
4	"AT1G02960"	3.73733929526837	3.95234872062245	3.45970439232724	3.90090705843826	3.80394964631671	3.90214707689417	3.8230704547717	14.6017181841923	14.8973868791786
12	"AT1G02970"	2.90135694935698	2.8936948805336	2.94913639090891	3.10992662082629	2.94491894349921	2.90644151884414	2.74018322598666	6.9229692901617	5.67558952636813
4	"AT1G02990"	3.54043660939316	3.64485221884629	3.38875931772218	3.4580531741686	3.40956290413218	3.60067883087555	3.49286251560124	11.9127549906342	12.5991099479975
1	"AT1G03000"	3.93254046174147	4.02010211658267	3.83136409810646	4.25859071396108	4.16012361080881	4.55953439608605	4.20628658922459	18.3553072400054	18.004891252533
1	"AT1G03030"	4.07754684804134	4.33647983622766	4.03375395000508	3.90612968041942	3.81565208627992	3.87072033985426	4.04226098917175	16.5620117207034	15.7154139849283
4	"AT1G03040"	6.57944831460736	6.71338517406974	6.47582476037417	6.52464771974061	6.36615835057125	6.22393944435547	6.62595487493395	46.0417011341673	44.2536204758024
1	"AT1G03060"	4.27214762696155	4.17448015945153	4.13143475347013	4.26283930518087	4.09915554991096	4.36300353607331	4.21943035334781	18.66173325632	18.689068328319
5	"AT1G03080"	7.40734168583324	7.95676515863757	7.23397434174893	6.39767452103005	6.57186102341979	7.24864432978243	7.68775931967503	59.2865456126033	69.7214306445793
1	"AT1G03090"	4.48661909884705	4.54169449060079	4.66877740742706	5.17736171388709	5.28099867071541	6.16090677709778	4.95547298308235	19.3788626198815	37.2513438565251
2	"AT1G03100"	1.72045529145827	1.79365591907149	1.66865466008155	1.69441678818916	1.67686758899867	1.7785298225162	1.68325588993358	3.04580531634845	2.37146099261042
1	"AT1G03110"	4.49025704877769	4.41261200865855	4.19977362444824	4.54935268779151	4.40429978129963	4.64003655755064	4.17507520916114	18.6477834388795	13.5526304547428
1	"AT1G03130"	9.7151783292631	8.46911002037609	10.9832037452781	13.4296927929785	14.1526393584322	10.2488931228975	8.94066780260554	51.1281627425659	86.9452436416593
2	"AT1G03140"	8.03033813749919	7.8929985953961	8.5110765112368	8.75708899590775	9.05114872043922	8.91907582060139	8.63371616222543	73.250010767608	84.1267904458679
1	"AT1G03150"	3.75457923295959	3.82582688861801	3.61207608241302	3.82437197641678	3.8119484852271	3.54547505759977	3.69204010261202	12.9847815063722	12.4320590752233
1	"AT1G03160"	4.27791134697615	4.20913187783	4.20719869627565	4.92612680823055	4.75839927544343	5.13193981319553	4.3817545740382	19.595899356201	18.460077171324
6	"AT1G03170"	1.62527412238957	1.98707288244733	1.81317736385669	1.51155501190071	1.66120252204581	1.9252206309228	2.78344633761324	8.99625208336632	4.09331199135353
3	"AT1G03180"	1.97717250805754	1.9158975687573	1.95253789305811	2.11865970921683	1.95977908720084	1.82594036709053	1.80548266064611	3.03943320157559	2.65262452089139
1	"AT1G03190"	3.10168591238278	3.23234188080819	3.0973810949242	3.2396771935531	3.22626654652239	3.29258623797185	3.31665314306371	11.8865212113416	9.30502703839664
12	"AT1G03200"	1.7172926619456	1.89341752239303	1.5726986738567	1.35562602670363	1.3002636158332	1.30236981509433	1.57357408523255	2.54362310934047	2.25499681955488
1	"AT1G03210"	5.03268496391686	5.35640876127772	5.43962854288109	5.21788218724484	5.42197768094819	5.12151859809698	5.6271596290831	27.7421876539429	32.5300040194536
3	"AT1G03220"	6.29832470449322	5.79422496295732	6.75611866264203	6.3931003447751	8.13930010930248	6.04896362611645	5.71961882943843	27.5667428247436	30.6492105057209
4	"AT1G03230"	5.41427580546471	5.22993460099133	5.32919096939342	5.35616480394232	5.46280347523199	4.35816055991053	4.25651308616123	16.9725588123935	15.1287640881148
3	"AT1G03250"	4.10518719505284	4.05906876873423	4.04242770406808	4.00213145999281	4.0498181374096	3.99282715531522	4.10977934822877	16.6688574142327	16.055441652232
